,0,1
937,['10'],['./data/trainImg/3/well_6506_12_5_4170.0_4171.0_1146.png']
938,['8'],['./data/trainImg/3/well_6506_12_5_4170.0_4171.0_1147.png']
939,['0'],['./data/trainImg/3/well_6506_12_5_4170.0_4171.0_1148.png']
940,['0'],['./data/trainImg/3/well_6506_12_5_4170.0_4171.0_1149.png']
941,['10'],['./data/trainImg/3/well_6506_12_5_4170.0_4171.0_1150.png']
942,['0'],['./data/trainImg/3/well_6506_12_5_4171.0_4172.0_1151.png']
943,['10'],['./data/trainImg/3/well_6506_12_5_4171.0_4172.0_1152.png']
944,['10'],['./data/trainImg/3/well_6506_12_5_4171.0_4172.0_1153.png']
945,['10'],['./data/trainImg/3/well_6506_12_5_4171.0_4172.0_1154.png']
946,['10'],['./data/trainImg/3/well_6506_12_5_4171.0_4172.0_1155.png']
947,['0'],['./data/trainImg/3/well_6506_12_5_4172.0_4173.0_1156.png']
948,['10'],['./data/trainImg/3/well_6506_12_5_4175.0_4176.0_1171.png']
949,['10'],['./data/trainImg/3/well_6506_12_5_4175.0_4176.0_1172.png']
950,['10'],['./data/trainImg/3/well_6506_12_5_4175.0_4176.0_1173.png']
951,['10'],['./data/trainImg/3/well_6506_12_5_4175.0_4176.0_1174.png']
952,['10'],['./data/trainImg/3/well_6506_12_5_4175.0_4176.0_1175.png']
953,['10'],['./data/trainImg/3/well_6506_12_5_4176.0_4177.0_1176.png']
954,['10'],['./data/trainImg/3/well_6506_12_5_4176.0_4177.0_1177.png']
955,['0'],['./data/trainImg/3/well_6506_12_5_4176.0_4177.0_1178.png']
956,['10'],['./data/trainImg/3/well_6506_12_5_4176.0_4177.0_1179.png']
957,['0'],['./data/trainImg/3/well_6506_12_5_4176.0_4177.0_1180.png']
958,['10'],['./data/trainImg/3/well_6506_12_5_4177.0_4178.0_1181.png']
959,['10'],['./data/trainImg/3/well_6506_12_5_4177.0_4178.0_1182.png']
960,['0'],['./data/trainImg/3/well_6506_12_5_4177.0_4178.0_1183.png']
961,['8'],['./data/trainImg/3/well_6506_12_5_4177.0_4178.0_1184.png']
962,['10'],['./data/trainImg/3/well_6506_12_5_4177.0_4178.0_1185.png']
963,['10'],['./data/trainImg/3/well_6506_12_5_4178.0_4179.0_1186.png']
964,['0'],['./data/trainImg/3/well_6506_12_5_4178.0_4179.0_1187.png']
965,['10'],['./data/trainImg/3/well_6506_12_5_4178.0_4179.0_1188.png']
966,['10'],['./data/trainImg/3/well_6506_12_5_4178.0_4179.0_1189.png']
967,['10'],['./data/trainImg/3/well_6506_12_5_4178.0_4179.0_1190.png']
968,['10'],['./data/trainImg/3/well_6506_12_5_4179.0_4180.0_1193.png']
969,['10'],['./data/trainImg/3/well_6506_12_5_4179.0_4180.0_1194.png']
970,['10'],['./data/trainImg/3/well_6506_12_5_4179.0_4180.0_1195.png']
971,['10'],['./data/trainImg/3/well_6506_12_5_4180.0_4181.0_1196.png']
972,['0'],['./data/trainImg/3/well_6506_12_5_4180.0_4181.0_1197.png']
973,['0'],['./data/trainImg/3/well_6506_12_5_4180.0_4181.0_1198.png']
974,['10'],['./data/trainImg/3/well_6506_12_5_4180.0_4181.0_1199.png']
975,['10'],['./data/trainImg/3/well_6506_12_5_4180.0_4181.0_1200.png']
976,['10'],['./data/trainImg/3/well_6506_12_5_4181.0_4182.0_1201.png']
977,['10'],['./data/trainImg/3/well_6506_12_5_4181.0_4182.0_1202.png']
978,['0'],['./data/trainImg/3/well_6506_12_5_4181.0_4182.0_1203.png']
979,['10'],['./data/trainImg/3/well_6506_12_5_4181.0_4182.0_1204.png']
980,['0'],['./data/trainImg/3/well_6506_12_5_4181.0_4182.0_1205.png']
981,['10'],['./data/trainImg/3/well_6506_12_5_4182.0_4183.0_1206.png']
982,['10'],['./data/trainImg/3/well_6506_12_5_4182.0_4183.0_1207.png']
983,['10'],['./data/trainImg/3/well_6506_12_5_4182.0_4183.0_1208.png']
984,['0'],['./data/trainImg/3/well_6506_12_5_4182.0_4183.0_1209.png']
985,['0'],['./data/trainImg/3/well_6506_12_5_4182.0_4183.0_1210.png']
986,['0'],['./data/trainImg/3/well_6506_12_5_4183.0_4184.0_1211.png']
987,['10'],['./data/trainImg/3/well_6506_12_5_4183.0_4184.0_1212.png']
988,['0'],['./data/trainImg/3/well_6506_12_5_4183.0_4184.0_1213.png']
989,['10'],['./data/trainImg/3/well_6506_12_5_4183.0_4184.0_1214.png']
990,['10'],['./data/trainImg/3/well_6506_12_5_4183.0_4184.0_1215.png']
991,['10'],['./data/trainImg/3/well_6506_12_5_4184.0_4185.0_1216.png']
992,['10'],['./data/trainImg/3/well_6506_12_5_4283.0_4284.0_1373.png']
993,['10'],['./data/trainImg/3/well_6506_12_5_4283.0_4284.0_1374.png']
994,['10'],['./data/trainImg/3/well_6506_12_5_4283.0_4284.0_1375.png']
995,['0'],['./data/trainImg/3/well_6506_12_5_4284.0_4285.0_1377.png']
996,['10'],['./data/trainImg/3/well_6506_12_5_4287.0_4288.0_1385.png']
997,['10'],['./data/trainImg/3/well_6506_12_5_4289.0_4290.0_1392.png']
998,['10'],['./data/trainImg/3/well_6506_12_5_4335.0_4336.0_1544.png']
999,['10'],['./data/trainImg/3/well_6506_12_5_4336.0_4337.0_1545.png']
1000,['10'],['./data/trainImg/3/well_6506_12_5_4336.0_4337.0_1549.png']
1001,['10'],['./data/trainImg/3/well_6506_12_5_4337.0_4338.0_1551.png']
1002,['10'],['./data/trainImg/3/well_6506_12_5_4337.0_4338.0_1552.png']
1003,['0'],['./data/trainImg/3/well_6506_12_6_4559.0_4560.0_743.png']
1004,['8'],['./data/trainImg/3/well_6506_12_6_4559.0_4560.0_744.png']
1005,['10'],['./data/trainImg/3/well_6506_12_6_4559.0_4560.0_745.png']
1006,['10'],['./data/trainImg/4/well_6406_3_2_4014.0_4015.0_396.png']
1007,['10'],['./data/trainImg/4/well_6406_3_2_4014.0_4015.0_397.png']
1008,['10'],['./data/trainImg/4/well_6406_3_2_4023.0_4024.0_436.png']
1009,['10'],['./data/trainImg/4/well_6406_3_2_4023.0_4024.0_437.png']
1010,['10'],['./data/trainImg/4/well_6406_3_2_4023.0_4024.0_438.png']
1011,['10'],['./data/trainImg/4/well_6406_3_2_4023.0_4024.0_439.png']
1012,['0'],['./data/trainImg/4/well_6406_3_2_4023.0_4024.0_440.png']
1013,['10'],['./data/trainImg/4/well_6406_3_2_4024.0_4025.0_441.png']
1014,['0'],['./data/trainImg/4/well_6406_3_2_4024.0_4025.0_442.png']
1015,['10'],['./data/trainImg/4/well_6406_3_2_4024.0_4025.0_443.png']
1016,['10'],['./data/trainImg/4/well_6406_3_2_4024.0_4025.0_444.png']
1017,['10'],['./data/trainImg/4/well_6406_3_2_4024.0_4025.0_445.png']
1018,['0'],['./data/trainImg/4/well_6406_3_2_4025.0_4026.0_446.png']
1019,['10'],['./data/trainImg/4/well_6406_3_2_4025.0_4026.0_447.png']
1020,['10'],['./data/trainImg/4/well_6406_3_2_4025.0_4026.0_449.png']
1021,['10'],['./data/trainImg/4/well_6406_3_2_4025.0_4026.0_450.png']
1022,['10'],['./data/trainImg/4/well_6406_3_2_4026.0_4027.0_451.png']
1023,['10'],['./data/trainImg/4/well_6406_3_2_4026.0_4027.0_452.png']
1024,['10'],['./data/trainImg/4/well_6406_3_2_4026.0_4027.0_453.png']
1025,['0'],['./data/trainImg/4/well_6406_3_2_4026.0_4027.0_454.png']
1026,['10'],['./data/trainImg/4/well_6406_3_2_4026.0_4027.0_455.png']
1027,['10'],['./data/trainImg/4/well_6406_3_2_4027.0_4028.0_456.png']
1028,['0'],['./data/trainImg/4/well_6406_3_2_4027.0_4028.0_457.png']
1029,['0'],['./data/trainImg/4/well_6406_3_2_4027.0_4028.0_458.png']
1030,['10'],['./data/trainImg/4/well_6406_3_2_4028.0_4029.0_463.png']
1031,['0'],['./data/trainImg/4/well_6406_3_2_4029.0_4030.0_464.png']
1032,['10'],['./data/trainImg/4/well_6406_3_2_4029.0_4030.0_465.png']
1033,['10'],['./data/trainImg/4/well_6406_3_2_4029.0_4030.0_466.png']
1034,['10'],['./data/trainImg/4/well_6406_3_2_4029.0_4030.0_467.png']
1035,['10'],['./data/trainImg/4/well_6406_3_2_4029.0_4030.0_468.png']
1036,['0'],['./data/trainImg/4/well_6406_3_2_4030.0_4031.0_469.png']
1037,['10'],['./data/trainImg/4/well_6406_3_2_4030.0_4031.0_470.png']
1038,['10'],['./data/trainImg/4/well_6406_3_2_4030.0_4031.0_471.png']
1039,['10'],['./data/trainImg/4/well_6406_3_2_4030.0_4031.0_472.png']
1040,['10'],['./data/trainImg/4/well_6406_3_2_4030.0_4031.0_473.png']
1041,['10'],['./data/trainImg/4/well_6406_3_2_4031.0_4032.0_474.png']
1042,['0'],['./data/trainImg/4/well_6406_3_2_4031.0_4032.0_475.png']
1043,['10'],['./data/trainImg/4/well_6406_3_2_4031.0_4032.0_476.png']
1044,['10'],['./data/trainImg/4/well_6406_3_2_4031.0_4032.0_477.png']
1045,['10'],['./data/trainImg/4/well_6406_3_2_4031.0_4032.0_478.png']
1046,['10'],['./data/trainImg/4/well_6406_3_2_4032.0_4033.0_479.png']
1047,['0'],['./data/trainImg/4/well_6406_3_2_4032.0_4033.0_480.png']
1048,['10'],['./data/trainImg/4/well_6406_3_2_4032.0_4033.0_481.png']
1049,['10'],['./data/trainImg/4/well_6406_3_2_4032.0_4033.0_482.png']
1050,['10'],['./data/trainImg/4/well_6406_3_2_4032.0_4033.0_483.png']
1051,['10'],['./data/trainImg/4/well_6406_3_2_4033.0_4034.0_484.png']
1052,['10'],['./data/trainImg/4/well_6406_3_2_4033.0_4034.0_485.png']
1053,['10'],['./data/trainImg/4/well_6406_3_2_4033.0_4034.0_486.png']
1054,['10'],['./data/trainImg/4/well_6406_3_2_4033.0_4034.0_487.png']
1055,['10'],['./data/trainImg/4/well_6406_3_2_4033.0_4034.0_488.png']
1056,['10'],['./data/trainImg/4/well_6406_3_2_4034.0_4035.0_489.png']
1057,['10'],['./data/trainImg/4/well_6406_3_2_4034.0_4035.0_490.png']
1058,['10'],['./data/trainImg/4/well_6406_3_2_4034.0_4035.0_491.png']
1059,['10'],['./data/trainImg/4/well_6406_3_2_4034.0_4035.0_492.png']
1060,['8'],['./data/trainImg/4/well_6406_3_2_4035.0_4036.0_493.png']
1061,['10'],['./data/trainImg/4/well_6406_3_2_4035.0_4036.0_494.png']
1062,['10'],['./data/trainImg/4/well_6406_3_2_4035.0_4036.0_495.png']
1063,['0'],['./data/trainImg/4/well_6406_3_2_4035.0_4036.0_496.png']
1064,['10'],['./data/trainImg/4/well_6406_3_2_4035.0_4036.0_497.png']
1065,['10'],['./data/trainImg/4/well_6406_3_2_4036.0_4037.0_500.png']
1066,['10'],['./data/trainImg/4/well_6406_3_2_4037.0_4038.0_501.png']
1067,['10'],['./data/trainImg/4/well_6406_3_2_4043.0_4044.0_528.png']
1068,['10'],['./data/trainImg/4/well_6406_3_2_4043.0_4044.0_529.png']
1069,['10'],['./data/trainImg/4/well_6406_3_2_4067.0_4068.0_595.png']
1070,['10'],['./data/trainImg/4/well_6406_3_2_4067.0_4068.0_597.png']
1071,['0'],['./data/trainImg/4/well_6406_3_2_4068.0_4069.0_599.png']
1072,['10'],['./data/trainImg/4/well_6406_3_2_4068.0_4069.0_600.png']
1073,['10'],['./data/trainImg/4/well_6406_3_2_4068.0_4069.0_602.png']
1074,['10'],['./data/trainImg/4/well_6406_3_2_4069.0_4070.0_603.png']
1075,['10'],['./data/trainImg/4/well_6406_3_2_4069.0_4070.0_604.png']
1076,['10'],['./data/trainImg/4/well_6406_3_2_4069.0_4070.0_605.png']
1077,['10'],['./data/trainImg/4/well_6406_3_2_4070.0_4071.0_609.png']
1078,['0'],['./data/trainImg/4/well_6406_3_2_4070.0_4071.0_610.png']
1079,['10'],['./data/trainImg/4/well_6406_3_2_4072.0_4073.0_621.png']
1080,['10'],['./data/trainImg/4/well_6406_3_2_4073.0_4074.0_623.png']
1081,['10'],['./data/trainImg/4/well_6406_3_2_4073.0_4074.0_624.png']
1082,['10'],['./data/trainImg/4/well_6406_3_2_4073.0_4074.0_625.png']
1083,['0'],['./data/trainImg/4/well_6406_3_2_4073.0_4074.0_626.png']
1084,['10'],['./data/trainImg/4/well_6406_3_2_4073.0_4074.0_627.png']
1085,['10'],['./data/trainImg/4/well_6406_3_2_4074.0_4075.0_628.png']
1086,['0'],['./data/trainImg/4/well_6406_3_2_4074.0_4075.0_629.png']
1087,['10'],['./data/trainImg/4/well_6406_3_2_4074.0_4075.0_630.png']
1088,['10'],['./data/trainImg/4/well_6406_3_2_4074.0_4075.0_631.png']
1089,['10'],['./data/trainImg/4/well_6406_3_2_4074.0_4075.0_632.png']
1090,['10'],['./data/trainImg/4/well_6406_3_2_4075.0_4076.0_633.png']
1091,['10'],['./data/trainImg/4/well_6406_3_2_4075.0_4076.0_634.png']
1092,['10'],['./data/trainImg/4/well_6406_3_2_4075.0_4076.0_635.png']
1093,['10'],['./data/trainImg/4/well_6406_3_2_4075.0_4076.0_636.png']
1094,['10'],['./data/trainImg/4/well_6406_3_2_4075.0_4076.0_637.png']
1095,['10'],['./data/trainImg/4/well_6406_3_2_4076.0_4077.0_638.png']
1096,['10'],['./data/trainImg/4/well_6406_3_2_4076.0_4077.0_639.png']
1097,['10'],['./data/trainImg/4/well_6406_3_2_4076.0_4077.0_640.png']
1098,['10'],['./data/trainImg/4/well_6406_3_2_4076.0_4077.0_641.png']
1099,['0'],['./data/trainImg/4/well_6406_3_2_4076.0_4077.0_642.png']
1100,['10'],['./data/trainImg/4/well_6406_3_2_4077.0_4078.0_646.png']
1101,['10'],['./data/trainImg/4/well_6406_3_2_4079.0_4080.0_655.png']
1102,['0'],['./data/trainImg/4/well_6406_3_2_4084.0_4085.0_678.png']
1103,['10'],['./data/trainImg/4/well_6406_3_2_4084.0_4085.0_680.png']
1104,['10'],['./data/trainImg/4/well_6406_3_2_4087.0_4088.0_693.png']
1105,['0'],['./data/trainImg/4/well_6406_3_2_4087.0_4088.0_694.png']
1106,['10'],['./data/trainImg/4/well_6406_3_2_4087.0_4088.0_695.png']
1107,['10'],['./data/trainImg/4/well_6406_3_2_4092.0_4093.0_719.png']
1108,['10'],['./data/trainImg/4/well_6406_3_2_4092.0_4093.0_720.png']
1109,['10'],['./data/trainImg/4/well_6406_3_2_4098.0_4099.0_746.png']
1110,['10'],['./data/trainImg/4/well_6406_3_2_4100.0_4101.0_749.png']
1111,['10'],['./data/trainImg/4/well_6406_3_2_4100.0_4101.0_750.png']
1112,['10'],['./data/trainImg/4/well_6406_3_2_4100.0_4101.0_751.png']
1113,['10'],['./data/trainImg/4/well_6406_3_2_4100.0_4101.0_752.png']
1114,['10'],['./data/trainImg/4/well_6406_3_2_4124.0_4125.0_862.png']
1115,['10'],['./data/trainImg/4/well_6406_3_2_4128.0_4129.0_880.png']
1116,['10'],['./data/trainImg/4/well_6406_3_2_4128.0_4129.0_881.png']
1117,['10'],['./data/trainImg/4/well_6406_3_2_4128.0_4129.0_883.png']
1118,['10'],['./data/trainImg/4/well_6406_3_2_4128.0_4129.0_884.png']
1119,['10'],['./data/trainImg/4/well_6406_3_2_4129.0_4130.0_885.png']
1120,['10'],['./data/trainImg/4/well_6406_3_2_4129.0_4130.0_886.png']
1121,['10'],['./data/trainImg/4/well_6406_3_2_4129.0_4130.0_887.png']
1122,['10'],['./data/trainImg/4/well_6406_3_2_4129.0_4130.0_888.png']
1123,['10'],['./data/trainImg/4/well_6406_3_2_4129.0_4130.0_889.png']
1124,['10'],['./data/trainImg/4/well_6406_3_2_4133.0_4134.0_907.png']
1125,['10'],['./data/trainImg/4/well_6406_3_2_4133.0_4134.0_908.png']
1126,['0'],['./data/trainImg/4/well_6406_3_2_4133.0_4134.0_909.png']
1127,['10'],['./data/trainImg/4/well_6406_3_2_4134.0_4135.0_910.png']
1128,['10'],['./data/trainImg/4/well_6406_3_2_4134.0_4135.0_911.png']
1129,['10'],['./data/trainImg/4/well_6406_3_2_4134.0_4135.0_912.png']
1130,['10'],['./data/trainImg/4/well_6406_3_2_4134.0_4135.0_913.png']
1131,['10'],['./data/trainImg/4/well_6406_3_2_4134.0_4135.0_914.png']
1132,['10'],['./data/trainImg/4/well_6406_3_2_4137.0_4138.0_920.png']
1133,['10'],['./data/trainImg/4/well_6406_3_2_4138.0_4139.0_928.png']
1134,['10'],['./data/trainImg/4/well_6406_3_2_4139.0_4140.0_929.png']
1135,['10'],['./data/trainImg/4/well_6406_3_2_4139.0_4140.0_930.png']
1136,['8'],['./data/trainImg/4/well_6406_3_2_4139.0_4140.0_931.png']
1137,['10'],['./data/trainImg/4/well_6406_3_2_4139.0_4140.0_932.png']
1138,['10'],['./data/trainImg/4/well_6406_3_2_4139.0_4140.0_933.png']
1139,['10'],['./data/trainImg/4/well_6406_3_2_4140.0_4141.0_934.png']
1140,['0'],['./data/trainImg/4/well_6406_3_2_4140.0_4141.0_935.png']
1141,['10'],['./data/trainImg/4/well_6406_3_2_4140.0_4141.0_936.png']
1142,['0'],['./data/trainImg/4/well_6406_3_2_4140.0_4141.0_937.png']
1143,['10'],['./data/trainImg/4/well_6406_3_2_4140.0_4141.0_938.png']
1144,['10'],['./data/trainImg/4/well_6406_3_2_4141.0_4142.0_939.png']
1145,['0'],['./data/trainImg/4/well_6406_3_2_4141.0_4142.0_940.png']
1146,['10'],['./data/trainImg/4/well_6406_3_2_4141.0_4142.0_941.png']
1147,['10'],['./data/trainImg/4/well_6406_3_2_4141.0_4142.0_942.png']
1148,['10'],['./data/trainImg/4/well_6406_3_2_4141.0_4142.0_943.png']
1149,['10'],['./data/trainImg/4/well_6406_3_2_4142.0_4143.0_944.png']
1150,['10'],['./data/trainImg/4/well_6406_3_2_4142.0_4143.0_945.png']
1151,['0'],['./data/trainImg/4/well_6406_3_2_4142.0_4143.0_946.png']
1152,['10'],['./data/trainImg/4/well_6406_3_2_4142.0_4143.0_947.png']
1153,['10'],['./data/trainImg/4/well_6406_3_2_4142.0_4143.0_948.png']
1154,['10'],['./data/trainImg/4/well_6406_3_2_4143.0_4144.0_949.png']
1155,['10'],['./data/trainImg/4/well_6406_3_2_4143.0_4144.0_950.png']
1156,['10'],['./data/trainImg/4/well_6406_3_2_4143.0_4144.0_951.png']
1157,['0'],['./data/trainImg/4/well_6406_3_2_4143.0_4144.0_952.png']
1158,['10'],['./data/trainImg/4/well_6406_3_2_4143.0_4144.0_953.png']
1159,['10'],['./data/trainImg/4/well_6406_3_2_4144.0_4145.0_954.png']
1160,['10'],['./data/trainImg/4/well_6406_3_2_4144.0_4145.0_955.png']
1161,['0'],['./data/trainImg/4/well_6406_3_2_4144.0_4145.0_956.png']
1162,['10'],['./data/trainImg/4/well_6406_3_2_4144.0_4145.0_957.png']
1163,['10'],['./data/trainImg/4/well_6406_3_2_4144.0_4145.0_958.png']
1164,['0'],['./data/trainImg/4/well_6406_3_2_4145.0_4146.0_959.png']
1165,['10'],['./data/trainImg/4/well_6406_3_2_4145.0_4146.0_960.png']
1166,['0'],['./data/trainImg/4/well_6406_3_2_4145.0_4146.0_961.png']
1167,['10'],['./data/trainImg/4/well_6406_3_2_4285.0_4286.0_983.png']
1168,['10'],['./data/trainImg/4/well_6406_3_2_4286.0_4287.0_987.png']
1169,['10'],['./data/trainImg/4/well_6406_3_2_4286.0_4287.0_988.png']
1170,['10'],['./data/trainImg/4/well_6406_3_2_4286.0_4287.0_989.png']
1171,['0'],['./data/trainImg/4/well_6406_3_2_4286.0_4287.0_990.png']
1172,['0'],['./data/trainImg/4/well_6406_3_2_4287.0_4288.0_991.png']
1173,['0'],['./data/trainImg/4/well_6406_3_2_4292.0_4293.0_1020.png']
1174,['0'],['./data/trainImg/4/well_6406_3_2_4293.0_4294.0_1024.png']
1175,['10'],['./data/trainImg/4/well_6406_3_2_4293.0_4294.0_1025.png']
1176,['0'],['./data/trainImg/4/well_6406_3_2_4294.0_4295.0_1026.png']
1177,['0'],['./data/trainImg/4/well_6406_3_2_4294.0_4295.0_1027.png']
1178,['10'],['./data/trainImg/4/well_6406_3_2_4294.0_4295.0_1028.png']
1179,['0'],['./data/trainImg/4/well_6406_3_2_4299.0_4300.0_1041.png']
1180,['10'],['./data/trainImg/4/well_6406_3_2_4299.0_4300.0_1042.png']
1181,['10'],['./data/trainImg/4/well_6406_3_2_4299.0_4300.0_1043.png']
1182,['10'],['./data/trainImg/4/well_6406_3_2_4299.0_4300.0_1044.png']
1183,['0'],['./data/trainImg/4/well_6406_3_2_4304.0_4305.0_1066.png']
1184,['10'],['./data/trainImg/4/well_6406_3_2_4304.0_4305.0_1067.png']
1185,['10'],['./data/trainImg/4/well_6406_3_2_4304.0_4305.0_1068.png']
1186,['10'],['./data/trainImg/4/well_6406_3_2_4306.0_4307.0_1076.png']
1187,['10'],['./data/trainImg/4/well_6406_3_2_4306.0_4307.0_1077.png']
1188,['0'],['./data/trainImg/4/well_6406_3_2_4306.0_4307.0_1078.png']
1189,['0'],['./data/trainImg/4/well_6406_3_2_4309.0_4310.0_1092.png']
1190,['10'],['./data/trainImg/4/well_6406_3_2_4325.0_4326.0_1171.png']
1191,['10'],['./data/trainImg/4/well_6406_3_2_4326.0_4327.0_1172.png']
1192,['10'],['./data/trainImg/4/well_6406_3_2_4329.0_4330.0_1190.png']
1193,['0'],['./data/trainImg/4/well_6406_3_2_4329.0_4330.0_1191.png']
1194,['0'],['./data/trainImg/4/well_6406_3_2_4330.0_4331.0_1192.png']
1195,['0'],['./data/trainImg/4/well_6406_3_2_4330.0_4331.0_1193.png']
1196,['0'],['./data/trainImg/4/well_6406_3_2_4330.0_4331.0_1194.png']
1197,['10'],['./data/trainImg/4/well_6406_3_2_4330.0_4331.0_1195.png']
1198,['10'],['./data/trainImg/4/well_6406_3_2_4330.0_4331.0_1196.png']
1199,['10'],['./data/trainImg/4/well_6406_3_2_4331.0_4332.0_1197.png']
1200,['10'],['./data/trainImg/4/well_6406_3_2_4348.0_4349.0_1241.png']
1201,['10'],['./data/trainImg/4/well_6406_3_2_4348.0_4349.0_1242.png']
1202,['10'],['./data/trainImg/4/well_6406_3_2_4348.0_4349.0_1243.png']
1203,['10'],['./data/trainImg/4/well_6406_3_2_4349.0_4350.0_1244.png']
1204,['10'],['./data/trainImg/4/well_6406_3_2_4349.0_4350.0_1245.png']
1205,['10'],['./data/trainImg/4/well_6406_3_2_4349.0_4350.0_1246.png']
1206,['10'],['./data/trainImg/4/well_6406_3_2_4350.0_4351.0_1247.png']
1207,['10'],['./data/trainImg/4/well_6406_3_2_4350.0_4351.0_1248.png']
1208,['0'],['./data/trainImg/4/well_6406_3_2_4350.0_4351.0_1249.png']
1209,['10'],['./data/trainImg/4/well_6406_3_2_4350.0_4351.0_1250.png']
1210,['10'],['./data/trainImg/4/well_6406_3_2_4350.0_4351.0_1251.png']
1211,['10'],['./data/trainImg/4/well_6406_3_2_4351.0_4352.0_1252.png']
1212,['10'],['./data/trainImg/4/well_6406_3_2_4351.0_4352.0_1253.png']
1213,['10'],['./data/trainImg/4/well_6406_3_2_4351.0_4352.0_1254.png']
1214,['10'],['./data/trainImg/4/well_6406_3_2_4351.0_4352.0_1255.png']
1215,['8'],['./data/trainImg/4/well_6406_3_2_4360.0_4361.0_1290.png']
1216,['10'],['./data/trainImg/4/well_6406_3_2_4370.0_4371.0_1315.png']
1217,['10'],['./data/trainImg/4/well_6406_3_2_4370.0_4371.0_1318.png']
1218,['0'],['./data/trainImg/4/well_6406_3_2_4371.0_4372.0_1320.png']
1219,['10'],['./data/trainImg/4/well_6406_3_2_4372.0_4373.0_1324.png']
1220,['10'],['./data/trainImg/4/well_6406_3_2_4372.0_4373.0_1326.png']
1221,['10'],['./data/trainImg/4/well_6406_3_2_4372.0_4373.0_1327.png']
1222,['0'],['./data/trainImg/4/well_6406_3_2_4373.0_4374.0_1329.png']
1223,['0'],['./data/trainImg/4/well_6406_3_2_4373.0_4374.0_1330.png']
1224,['10'],['./data/trainImg/4/well_6406_3_2_4373.0_4374.0_1331.png']
1225,['0'],['./data/trainImg/4/well_6406_3_2_4373.0_4374.0_1332.png']
1226,['10'],['./data/trainImg/4/well_6406_3_2_4373.0_4374.0_1333.png']
1227,['10'],['./data/trainImg/4/well_6406_3_2_4374.0_4375.0_1335.png']
1228,['8'],['./data/trainImg/4/well_6406_3_2_4374.0_4375.0_1336.png']
1229,['10'],['./data/trainImg/4/well_6406_3_2_4374.0_4375.0_1337.png']
1230,['10'],['./data/trainImg/4/well_6406_3_2_4374.0_4375.0_1338.png']
1231,['8'],['./data/trainImg/4/well_6506_12_5_3159.0_3160.0_56.png']
1232,['0'],['./data/trainImg/4/well_6506_12_5_3159.0_3160.0_58.png']
1233,['0'],['./data/trainImg/4/well_6506_12_5_3159.0_3160.0_59.png']
1234,['8'],['./data/trainImg/4/well_6506_12_5_3160.0_3161.0_60.png']
1235,['10'],['./data/trainImg/4/well_6506_12_5_3160.0_3161.0_61.png']
1236,['0'],['./data/trainImg/4/well_6506_12_5_3160.0_3161.0_62.png']
1237,['0'],['./data/trainImg/4/well_6506_12_5_3160.0_3161.0_63.png']
1238,['0'],['./data/trainImg/4/well_6506_12_5_3160.0_3161.0_64.png']
1239,['10'],['./data/trainImg/4/well_6506_12_5_3161.0_3162.0_65.png']
1240,['10'],['./data/trainImg/4/well_6506_12_5_3161.0_3162.0_68.png']
1241,['8'],['./data/trainImg/4/well_6506_12_5_3161.0_3162.0_69.png']
1242,['0'],['./data/trainImg/4/well_6506_12_5_3162.0_3163.0_70.png']
1243,['8'],['./data/trainImg/4/well_6506_12_5_3162.0_3163.0_71.png']
1244,['8'],['./data/trainImg/4/well_6506_12_5_3162.0_3163.0_72.png']
1245,['0'],['./data/trainImg/4/well_6506_12_5_3162.0_3163.0_73.png']
1246,['0'],['./data/trainImg/4/well_6506_12_5_3162.0_3163.0_74.png']
1247,['10'],['./data/trainImg/4/well_6506_12_5_3163.0_3164.0_75.png']
1248,['0'],['./data/trainImg/4/well_6506_12_5_3164.0_3165.0_84.png']
1249,['10'],['./data/trainImg/4/well_6506_12_5_3165.0_3166.0_85.png']
1250,['8'],['./data/trainImg/4/well_6506_12_5_3165.0_3166.0_86.png']
1251,['0'],['./data/trainImg/4/well_6506_12_5_3165.0_3166.0_87.png']
1252,['0'],['./data/trainImg/4/well_6506_12_5_3165.0_3166.0_88.png']
1253,['10'],['./data/trainImg/4/well_6506_12_5_3165.0_3166.0_89.png']
1254,['10'],['./data/trainImg/4/well_6506_12_5_3166.0_3167.0_90.png']
1255,['10'],['./data/trainImg/4/well_6506_12_5_3166.0_3167.0_91.png']
1256,['10'],['./data/trainImg/4/well_6506_12_5_3166.0_3167.0_93.png']
1257,['10'],['./data/trainImg/4/well_6506_12_5_3167.0_3168.0_96.png']
1258,['0'],['./data/trainImg/4/well_6506_12_5_3183.0_3184.0_178.png']
1259,['10'],['./data/trainImg/4/well_6506_12_5_3956.0_3957.0_253.png']
1260,['0'],['./data/trainImg/4/well_6506_12_5_3956.0_3957.0_254.png']
1261,['0'],['./data/trainImg/4/well_6506_12_5_3956.0_3957.0_255.png']
1262,['10'],['./data/trainImg/4/well_6506_12_5_3956.0_3957.0_256.png']
1263,['10'],['./data/trainImg/4/well_6506_12_5_3968.0_3969.0_316.png']
1264,['0'],['./data/trainImg/4/well_6506_12_5_3969.0_3970.0_317.png']
1265,['10'],['./data/trainImg/4/well_6506_12_5_3969.0_3970.0_318.png']
1266,['10'],['./data/trainImg/4/well_6506_12_5_3969.0_3970.0_319.png']
1267,['10'],['./data/trainImg/4/well_6506_12_5_3969.0_3970.0_320.png']
